13824
0.0000000000000000e+00 3.1415926535897931e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.8452511708580682e-01 3.1415926535897931e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
5.6137785421048059e-01 3.1415926535897931e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.0094184725844160e+00 3.1415926535897931e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.3862712097090897e+00 3.1415926535897931e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.5707963267948966e+00 3.1415926535897931e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
0.0000000000000000e+00 3.3261177706755998e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.8452511708580682e-01 3.3261177706755998e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
5.6137785421048059e-01 3.3261177706755998e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.0094184725844160e+00 3.3261177706755998e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.3862712097090897e+00 3.3261177706755998e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.5707963267948966e+00 3.3261177706755998e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
0.0000000000000000e+00 3.7029705078002739e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.8452511708580682e-01 3.7029705078002739e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
5.6137785421048059e-01 3.7029705078002739e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.0094184725844160e+00 3.7029705078002739e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.3862712097090897e+00 3.7029705078002739e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.5707963267948966e+00 3.7029705078002739e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
0.0000000000000000e+00 4.1510111261742093e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.8452511708580682e-01 4.1510111261742093e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
5.6137785421048059e-01 4.1510111261742093e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.0094184725844160e+00 4.1510111261742093e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
1.3862712097090897e+00 4.1510111261742093e+00 0.0000000000000000e+00 0 1.0000000000000000e+00
